,HOME_TEAM,AWAY_TEAM,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,RESULT,DATE
518,Boston Celtics,Atlanta Hawks,0.75,0.458,0.353,0.799,46.1,23.3,13.7,8.1,6.2,7.7,111.7,103.9,0.563,0.2,0.442,0.316,0.757,40.7,22.3,16.5,8.0,4.8,-9.9,103.0,112.9,0.539,1,01/03/2020
519,Orlando Magic,Miami Heat,0.457,0.432,0.336,0.769,44.9,23.1,12.9,8.7,6.5,-0.6,104.8,105.8,0.529,0.714,0.466,0.376,0.77,45.3,24.5,16.4,7.7,4.1,3.6,109.6,106.4,0.58,1,01/03/2020
520,Houston Rockets,Philadelphia 76ers,0.686,0.456,0.352,0.779,45.0,20.6,14.3,7.8,4.7,5.3,114.1,109.1,0.581,0.622,0.47,0.359,0.745,45.9,26.4,15.2,8.4,5.8,3.7,108.9,105.3,0.563,1,01/03/2020
521,Washington Wizards,Portland Trail Blazers,0.294,0.459,0.365,0.787,40.4,25.2,13.3,7.4,3.9,-5.1,111.5,116.4,0.563,0.417,0.452,0.362,0.816,45.3,19.2,13.0,5.8,6.4,-1.4,110.2,111.7,0.557,0,01/03/2020
522,Golden State Warriors,Detroit Pistons,0.243,0.432,0.337,0.811,43.1,23.8,14.4,8.2,4.6,-7.6,103.8,111.6,0.533,0.361,0.466,0.372,0.739,42.7,24.7,16.1,7.5,4.7,-2.7,109.3,111.8,0.568,0,01/04/2020
523,Chicago Bulls,Boston Celtics,0.361,0.429,0.354,0.766,43.0,22.7,15.2,9.8,4.3,-1.3,103.8,105.1,0.535,0.758,0.459,0.355,0.799,46.1,23.3,13.9,8.2,6.1,7.7,111.7,104.0,0.564,0,01/04/2020
524,Brooklyn Nets,Toronto Raptors,0.471,0.442,0.334,0.746,46.7,22.9,15.4,6.3,4.8,-1.6,106.4,108.0,0.546,0.667,0.449,0.368,0.801,45.4,24.5,14.7,8.2,5.2,5.5,109.2,103.7,0.563,0,01/04/2020
525,LA Clippers,Memphis Grizzlies,0.676,0.46,0.357,0.789,46.4,22.5,15.1,7.5,4.9,5.9,111.4,105.3,0.566,0.389,0.466,0.359,0.783,43.7,26.5,15.1,7.5,5.0,-4.2,108.2,112.1,0.562,0,01/04/2020
526,Orlando Magic,Utah Jazz,0.444,0.432,0.335,0.769,45.1,23.1,12.8,8.6,6.5,-1.0,104.8,106.2,0.529,0.657,0.464,0.388,0.768,45.8,21.8,15.9,5.9,4.1,2.6,108.3,105.4,0.575,0,01/04/2020
527,Cleveland Cavaliers,Oklahoma City Thunder,0.286,0.447,0.342,0.758,44.5,21.5,16.4,7.1,3.3,-9.1,105.1,114.0,0.542,0.571,0.466,0.341,0.794,43.2,21.5,14.0,7.5,5.0,1.5,108.7,107.1,0.568,0,01/04/2020
528,Milwaukee Bucks,San Antonio Spurs,0.865,0.483,0.36,0.724,49.4,24.8,14.2,7.4,6.2,12.2,114.0,101.6,0.588,0.412,0.471,0.367,0.785,45.2,23.9,12.8,6.5,5.7,-1.9,109.9,111.4,0.561,1,01/04/2020
529,Atlanta Hawks,Indiana Pacers,0.222,0.444,0.316,0.762,40.7,22.3,16.4,8.0,4.8,-9.5,103.4,112.9,0.541,0.611,0.467,0.369,0.8,43.5,25.6,13.0,6.9,5.1,3.1,109.2,106.2,0.557,1,01/04/2020
530,Dallas Mavericks,Charlotte Hornets,0.629,0.459,0.365,0.786,47.3,24.3,12.9,6.5,4.6,7.3,115.4,108.3,0.58,0.395,0.436,0.355,0.745,43.6,24.2,15.2,6.9,4.4,-6.6,106.2,112.7,0.542,0,01/04/2020
531,Sacramento Kings,New Orleans Pelicans,0.361,0.451,0.354,0.776,42.8,22.7,15.5,7.6,4.7,-3.1,107.0,109.9,0.552,0.333,0.448,0.366,0.737,43.6,23.9,14.9,7.3,4.7,-4.0,107.9,112.2,0.553,0,01/04/2020
532,Washington Wizards,Denver Nuggets,0.314,0.461,0.365,0.788,40.6,25.0,13.2,7.4,3.9,-4.6,111.9,116.3,0.565,0.686,0.46,0.349,0.773,45.4,26.7,13.9,8.0,4.5,3.9,110.4,106.5,0.552,1,01/04/2020
533,Los Angeles Lakers,Detroit Pistons,0.806,0.482,0.353,0.737,45.0,25.9,15.0,8.6,7.4,7.3,111.9,104.8,0.573,0.351,0.463,0.373,0.744,42.7,24.6,16.1,7.5,4.8,-2.9,109.0,111.6,0.567,1,01/05/2020
534,Phoenix Suns,Memphis Grizzlies,0.389,0.462,0.347,0.806,41.9,27.3,13.9,7.5,3.5,-0.9,110.4,111.1,0.568,0.405,0.467,0.361,0.783,43.6,26.6,15.2,7.4,5.1,-3.9,108.4,112.0,0.564,0,01/05/2020
535,LA Clippers,New York Knicks,0.684,0.462,0.363,0.79,46.2,22.5,15.2,7.4,4.8,5.8,111.8,105.9,0.57,0.278,0.435,0.349,0.686,46.5,21.2,14.4,7.6,4.8,-7.1,105.0,112.0,0.526,1,01/05/2020
536,Cleveland Cavaliers,Minnesota Timberwolves,0.278,0.447,0.341,0.759,44.5,21.3,16.5,7.1,3.3,-9.2,105.1,114.1,0.542,0.4,0.432,0.322,0.76,44.3,21.1,14.5,8.2,6.0,-2.4,105.9,108.3,0.54,0,01/05/2020
537,Miami Heat,Portland Trail Blazers,0.722,0.467,0.378,0.767,45.4,24.8,16.2,7.6,4.1,3.8,110.0,106.6,0.581,0.405,0.453,0.361,0.818,45.2,19.3,12.9,5.8,6.3,-1.7,110.3,112.0,0.558,1,01/05/2020
538,Philadelphia 76ers,Oklahoma City Thunder,0.632,0.471,0.362,0.747,45.8,26.6,15.1,8.2,5.6,3.8,109.2,105.5,0.564,0.556,0.466,0.343,0.79,43.3,21.4,13.9,7.4,4.9,1.3,108.8,107.6,0.567,1,01/06/2020
539,San Antonio Spurs,Milwaukee Bucks,0.429,0.472,0.374,0.788,45.5,23.9,12.8,6.4,5.6,-1.2,110.4,111.3,0.564,0.842,0.481,0.359,0.727,49.2,24.8,14.0,7.3,6.2,11.4,113.8,102.3,0.586,1,01/06/2020
540,Orlando Magic,Brooklyn Nets,0.459,0.432,0.334,0.768,45.5,23.1,13.0,8.6,6.4,-0.6,104.6,105.6,0.529,0.457,0.438,0.329,0.747,46.7,22.8,15.3,6.4,4.7,-1.9,105.8,107.7,0.543,1,01/06/2020
541,Atlanta Hawks,Denver Nuggets,0.216,0.445,0.321,0.765,40.5,22.4,16.3,7.9,4.8,-9.4,103.8,113.3,0.543,0.694,0.462,0.349,0.772,45.4,26.7,13.7,7.9,4.6,4.0,110.9,106.9,0.553,0,01/06/2020
542,Dallas Mavericks,Chicago Bulls,0.639,0.46,0.365,0.785,47.2,24.3,12.9,6.5,4.7,7.3,115.6,108.5,0.581,0.351,0.43,0.353,0.767,43.1,22.8,15.1,9.8,4.4,-1.5,104.1,105.6,0.535,1,01/06/2020
543,Sacramento Kings,Golden State Warriors,0.378,0.452,0.357,0.777,42.8,22.8,15.7,7.7,4.6,-2.7,106.9,109.3,0.554,0.237,0.431,0.334,0.81,43.0,23.6,14.5,8.3,4.6,-7.7,103.4,111.4,0.531,1,01/06/2020
544,Charlotte Hornets,Indiana Pacers,0.385,0.437,0.355,0.749,43.6,24.2,15.2,6.8,4.4,-6.7,106.4,113.0,0.543,0.622,0.468,0.369,0.8,43.6,25.9,13.0,7.0,5.1,3.3,109.6,106.4,0.559,0,01/06/2020
545,Washington Wizards,Boston Celtics,0.333,0.461,0.365,0.783,40.8,24.8,13.2,7.4,4.1,-4.3,111.5,115.7,0.564,0.735,0.456,0.35,0.798,46.4,23.1,14.0,8.2,6.2,7.3,111.2,103.8,0.56,1,01/06/2020
546,New Orleans Pelicans,Utah Jazz,0.324,0.448,0.367,0.74,43.8,23.9,14.7,7.2,4.7,-3.9,108.4,112.6,0.554,0.667,0.465,0.391,0.77,45.8,21.7,15.7,5.8,4.1,2.6,108.9,106.0,0.577,0,01/06/2020
547,Los Angeles Lakers,New York Knicks,0.811,0.482,0.356,0.74,45.1,25.9,15.1,8.6,7.5,7.9,111.9,104.2,0.575,0.27,0.434,0.346,0.684,46.5,21.0,14.4,7.7,4.8,-7.7,104.4,112.0,0.524,1,01/07/2020
548,Phoenix Suns,Sacramento Kings,0.378,0.462,0.346,0.806,41.9,27.2,14.0,7.4,3.5,-1.2,110.2,111.2,0.568,0.395,0.451,0.359,0.781,42.7,22.7,15.7,7.7,4.5,-2.3,107.1,109.1,0.555,0,01/07/2020
549,Brooklyn Nets,Oklahoma City Thunder,0.444,0.437,0.328,0.747,46.6,22.6,15.3,6.4,4.7,-2.0,105.4,107.5,0.541,0.568,0.464,0.341,0.791,43.4,21.2,14.0,7.5,4.9,1.5,108.5,107.1,0.566,0,01/07/2020
550,Cleveland Cavaliers,Detroit Pistons,0.27,0.449,0.344,0.763,44.6,21.5,16.5,7.1,3.3,-9.0,105.4,114.2,0.544,0.368,0.463,0.374,0.747,42.7,24.6,15.9,7.6,4.7,-2.7,109.2,111.7,0.567,0,01/07/2020
551,Toronto Raptors,Portland Trail Blazers,0.649,0.446,0.368,0.8,45.8,24.4,14.6,8.1,5.3,5.3,109.0,103.7,0.561,0.421,0.452,0.362,0.819,45.2,19.4,12.9,5.8,6.4,-1.6,110.2,111.8,0.557,0,01/07/2020
552,Memphis Grizzlies,Minnesota Timberwolves,0.421,0.469,0.36,0.786,43.5,26.5,15.1,7.5,5.1,-3.6,108.5,111.9,0.565,0.389,0.432,0.322,0.761,44.1,21.1,14.7,8.2,5.9,-2.5,106.0,108.5,0.541,1,01/07/2020
553,Golden State Warriors,Milwaukee Bucks,0.231,0.43,0.336,0.811,43.2,23.7,14.6,8.3,4.6,-7.7,103.1,111.2,0.531,0.846,0.479,0.355,0.732,49.1,24.7,13.9,7.4,6.1,11.3,113.5,102.1,0.585,0,01/08/2020
554,Boston Celtics,San Antonio Spurs,0.714,0.455,0.35,0.802,46.1,23.2,14.0,8.1,6.1,6.7,111.1,104.4,0.56,0.444,0.474,0.372,0.792,45.5,23.9,12.9,6.5,5.6,-0.8,110.8,111.2,0.566,0,01/08/2020
555,Orlando Magic,Washington Wizards,0.474,0.434,0.335,0.769,45.6,23.1,13.1,8.8,6.3,0.3,105.1,105.1,0.531,0.324,0.46,0.363,0.779,40.7,24.8,13.5,7.4,4.1,-5.1,110.8,115.8,0.562,1,01/08/2020
556,Utah Jazz,New York Knicks,0.676,0.468,0.39,0.765,45.9,21.9,15.5,5.8,4.1,3.2,109.5,106.1,0.578,0.263,0.434,0.346,0.688,46.4,20.9,14.3,7.6,4.7,-8.2,104.5,112.6,0.523,1,01/08/2020
557,Indiana Pacers,Miami Heat,0.605,0.469,0.368,0.798,43.5,25.9,13.0,6.9,5.1,2.8,109.7,106.8,0.559,0.73,0.469,0.379,0.768,45.3,24.9,16.1,7.6,4.1,4.1,110.4,106.7,0.584,0,01/08/2020
558,Atlanta Hawks,Houston Rockets,0.211,0.442,0.32,0.769,40.8,22.3,16.1,7.8,4.8,-9.4,103.9,113.2,0.542,0.694,0.455,0.351,0.778,45.3,20.6,14.2,7.7,4.7,5.3,114.0,109.0,0.58,0,01/08/2020
559,Dallas Mavericks,Denver Nuggets,0.622,0.462,0.365,0.782,47.0,24.4,12.9,6.5,4.7,7.1,115.4,108.6,0.582,0.703,0.462,0.349,0.772,45.2,26.8,13.7,7.9,4.6,3.9,111.0,106.9,0.553,0,01/08/2020
560,Charlotte Hornets,Toronto Raptors,0.375,0.437,0.356,0.749,43.8,24.4,15.3,6.7,4.4,-6.6,106.5,113.0,0.543,0.658,0.446,0.368,0.798,45.8,24.7,14.6,8.1,5.3,5.2,109.1,103.9,0.56,0,01/08/2020
561,New Orleans Pelicans,Chicago Bulls,0.342,0.449,0.366,0.742,43.9,24.1,14.7,7.2,4.8,-3.5,108.7,112.5,0.556,0.342,0.431,0.354,0.762,43.0,22.8,15.0,9.9,4.3,-1.8,104.2,106.0,0.535,1,01/08/2020
562,Philadelphia 76ers,Boston Celtics,0.641,0.471,0.363,0.746,45.9,26.5,15.1,8.2,5.6,4.0,109.3,105.4,0.565,0.694,0.454,0.351,0.804,45.9,23.0,14.0,8.1,5.9,6.2,110.9,104.7,0.559,1,01/09/2020
563,Detroit Pistons,Cleveland Cavaliers,0.359,0.464,0.372,0.744,42.7,24.5,15.9,7.6,4.8,-2.7,109.2,111.7,0.567,0.289,0.451,0.343,0.761,44.4,21.6,16.5,7.2,3.4,-8.7,105.6,114.1,0.545,0,01/09/2020
564,Minnesota Timberwolves,Portland Trail Blazers,0.405,0.434,0.323,0.76,44.4,21.2,14.7,8.2,6.0,-2.1,106.3,108.3,0.542,0.41,0.45,0.36,0.813,45.1,19.3,12.9,5.9,6.4,-1.9,110.0,111.9,0.555,1,01/09/2020
565,Oklahoma City Thunder,Houston Rockets,0.579,0.465,0.341,0.791,43.6,21.2,13.9,7.5,4.8,2.0,108.6,106.7,0.567,0.676,0.453,0.349,0.78,45.1,20.5,14.2,7.6,4.7,4.6,113.5,109.1,0.578,1,01/09/2020
566,Chicago Bulls,Indiana Pacers,0.333,0.432,0.357,0.763,42.8,22.6,15.0,9.8,4.3,-2.0,104.3,106.3,0.537,0.615,0.471,0.368,0.795,43.6,26.0,13.0,7.0,5.1,3.1,109.9,106.8,0.561,0,01/10/2020
567,New York Knicks,New Orleans Pelicans,0.256,0.435,0.343,0.688,46.3,21.0,14.2,7.7,4.6,-8.2,104.5,112.6,0.523,0.359,0.452,0.369,0.738,43.8,24.3,14.8,7.2,4.8,-3.1,108.9,112.3,0.558,0,01/10/2020
568,Phoenix Suns,Orlando Magic,0.395,0.461,0.346,0.808,42.0,27.1,14.0,7.5,3.6,-1.1,110.0,110.9,0.568,0.462,0.432,0.333,0.77,45.7,22.9,13.2,8.9,6.3,0.2,104.9,105.0,0.529,1,01/10/2020
569,Brooklyn Nets,Miami Heat,0.459,0.439,0.329,0.744,46.8,22.9,15.2,6.4,4.7,-1.9,105.8,107.7,0.542,0.711,0.47,0.376,0.77,45.2,24.9,15.9,7.6,4.1,3.9,110.5,107.0,0.584,1,01/10/2020
570,LA Clippers,Golden State Warriors,0.692,0.463,0.36,0.788,46.4,22.6,15.3,7.4,4.9,5.9,111.7,105.6,0.57,0.225,0.429,0.332,0.809,43.3,23.8,14.5,8.3,4.5,-7.8,102.9,111.1,0.529,1,01/10/2020
571,Utah Jazz,Charlotte Hornets,0.684,0.469,0.392,0.766,45.8,22.1,15.5,5.9,4.2,3.5,109.7,105.9,0.58,0.366,0.438,0.355,0.749,43.7,24.3,15.5,6.7,4.4,-6.8,106.3,113.1,0.544,1,01/10/2020
572,Dallas Mavericks,Los Angeles Lakers,0.605,0.46,0.363,0.777,47.0,24.2,12.8,6.4,4.6,6.5,115.4,109.2,0.579,0.816,0.484,0.358,0.742,45.2,25.7,14.9,8.5,7.4,8.0,112.4,104.5,0.576,0,01/10/2020
573,Sacramento Kings,Milwaukee Bucks,0.385,0.452,0.357,0.781,42.7,22.7,15.6,7.7,4.5,-2.8,106.8,109.2,0.554,0.85,0.479,0.353,0.733,49.0,24.7,13.8,7.5,6.1,11.5,113.6,102.0,0.585,0,01/10/2020
574,Washington Wizards,Atlanta Hawks,0.342,0.458,0.362,0.773,41.1,24.8,13.3,7.5,4.0,-4.7,110.7,115.2,0.558,0.205,0.443,0.318,0.761,41.1,22.2,16.1,7.7,4.9,-9.4,103.6,113.0,0.541,1,01/10/2020
575,Memphis Grizzlies,San Antonio Spurs,0.436,0.47,0.362,0.788,43.7,26.8,15.0,7.4,5.1,-3.2,109.1,112.1,0.567,0.432,0.474,0.374,0.794,45.3,24.1,12.8,6.4,5.6,-1.1,111.0,111.8,0.568,1,01/10/2020
576,Boston Celtics,New Orleans Pelicans,0.703,0.457,0.354,0.806,46.0,23.2,13.9,8.3,5.8,7.0,111.5,104.5,0.562,0.35,0.45,0.367,0.735,43.7,24.4,14.8,7.1,4.8,-3.8,108.6,112.8,0.556,1,01/11/2020
577,Houston Rockets,Minnesota Timberwolves,0.684,0.455,0.35,0.78,45.3,20.6,14.4,7.7,4.7,5.2,113.7,108.7,0.58,0.395,0.432,0.322,0.757,44.3,21.3,14.7,8.3,5.9,-2.7,106.0,108.7,0.541,1,01/11/2020
578,Detroit Pistons,Chicago Bulls,0.35,0.464,0.371,0.742,42.8,24.5,16.0,7.6,4.8,-2.9,109.1,111.8,0.566,0.35,0.433,0.355,0.765,42.8,22.7,15.1,9.8,4.3,-1.8,104.5,106.2,0.538,0,01/11/2020
579,Portland Trail Blazers,Milwaukee Bucks,0.4,0.448,0.358,0.813,45.1,19.2,12.9,5.9,6.4,-2.4,109.6,111.9,0.553,0.854,0.479,0.353,0.733,49.2,24.6,13.7,7.4,6.0,11.7,113.5,101.8,0.584,0,01/11/2020
580,Dallas Mavericks,Philadelphia 76ers,0.615,0.461,0.364,0.774,47.3,24.2,12.9,6.4,4.7,6.8,115.4,108.9,0.58,0.625,0.469,0.359,0.745,45.9,26.4,14.8,8.3,5.6,3.5,109.1,105.7,0.561,1,01/11/2020
581,Denver Nuggets,Cleveland Cavaliers,0.684,0.461,0.344,0.771,45.2,26.7,13.4,7.9,4.6,3.6,110.9,107.1,0.552,0.308,0.452,0.342,0.763,44.7,21.6,16.4,7.1,3.3,-8.3,105.8,114.0,0.546,0,01/11/2020
582,Oklahoma City Thunder,Los Angeles Lakers,0.564,0.465,0.34,0.793,43.4,21.3,13.8,7.4,4.8,1.5,108.6,107.1,0.566,0.821,0.484,0.361,0.742,45.4,25.6,14.8,8.4,7.3,8.2,112.7,104.6,0.577,0,01/11/2020
583,New York Knicks,Miami Heat,0.275,0.437,0.341,0.692,46.2,21.1,14.0,7.8,4.5,-8.0,105.1,113.0,0.525,0.692,0.472,0.376,0.771,45.1,25.0,15.9,7.4,4.1,3.7,110.9,107.6,0.586,1,01/12/2020
584,Phoenix Suns,Charlotte Hornets,0.41,0.462,0.346,0.804,42.2,26.9,14.2,7.5,3.6,-0.8,109.8,110.5,0.567,0.357,0.437,0.352,0.747,43.5,24.3,15.5,6.8,4.3,-6.9,106.0,112.9,0.542,1,01/12/2020
585,Brooklyn Nets,Atlanta Hawks,0.474,0.441,0.33,0.738,47.1,22.9,15.4,6.4,4.6,-1.3,105.6,106.9,0.544,0.2,0.44,0.316,0.763,40.8,22.2,16.0,7.9,4.9,-9.6,103.0,112.7,0.538,1,01/12/2020
586,Denver Nuggets,LA Clippers,0.692,0.462,0.346,0.772,45.2,26.7,13.5,7.9,4.6,3.8,111.0,107.1,0.553,0.675,0.463,0.357,0.788,46.3,22.6,15.3,7.4,4.9,5.5,111.6,105.9,0.569,1,01/12/2020
587,Toronto Raptors,San Antonio Spurs,0.641,0.445,0.368,0.798,45.8,24.8,14.5,8.1,5.2,5.0,109.0,103.9,0.559,0.447,0.473,0.369,0.792,45.4,24.1,12.8,6.4,5.6,-1.0,110.8,111.6,0.566,0,01/12/2020
588,Washington Wizards,Utah Jazz,0.333,0.459,0.362,0.775,41.0,24.9,13.3,7.4,4.0,-4.8,110.8,115.5,0.558,0.692,0.47,0.39,0.768,45.8,22.2,15.4,5.9,4.1,3.7,110.1,106.1,0.581,0,01/12/2020
589,Memphis Grizzlies,Golden State Warriors,0.45,0.47,0.36,0.79,44.0,26.9,15.0,7.6,5.1,-2.6,109.2,111.6,0.566,0.22,0.427,0.336,0.807,43.3,23.8,14.6,8.3,4.5,-8.0,102.7,111.1,0.529,1,01/12/2020
590,Los Angeles Lakers,Cleveland Cavaliers,0.825,0.486,0.361,0.742,45.4,25.8,14.7,8.4,7.2,8.7,113.1,104.4,0.579,0.3,0.452,0.341,0.76,44.6,21.6,16.5,7.0,3.2,-8.8,105.6,114.4,0.546,1,01/13/2020
591,Boston Celtics,Chicago Bulls,0.711,0.457,0.355,0.809,46.0,23.3,13.9,8.2,5.8,7.1,111.5,104.5,0.563,0.341,0.434,0.353,0.767,42.7,22.5,15.0,9.7,4.4,-2.0,104.5,106.4,0.539,1,01/13/2020
592,Detroit Pistons,New Orleans Pelicans,0.341,0.462,0.371,0.743,42.7,24.5,15.8,7.6,4.9,-3.0,108.8,111.7,0.564,0.366,0.449,0.367,0.738,44.0,24.3,14.9,7.0,4.8,-3.6,108.6,112.4,0.555,0,01/13/2020
593,Portland Trail Blazers,Charlotte Hornets,0.415,0.45,0.36,0.813,45.2,19.4,12.9,5.8,6.3,-2.2,109.9,112.1,0.555,0.349,0.437,0.355,0.748,43.6,24.4,15.3,6.8,4.3,-6.8,106.3,113.1,0.543,1,01/13/2020
594,Indiana Pacers,Philadelphia 76ers,0.625,0.469,0.369,0.796,43.8,26.0,12.9,7.0,5.1,3.1,109.8,106.6,0.559,0.61,0.468,0.355,0.746,46.1,26.2,14.8,8.2,5.6,3.2,108.8,105.7,0.56,1,01/13/2020
595,Sacramento Kings,Orlando Magic,0.375,0.453,0.357,0.783,42.7,22.7,15.6,7.6,4.4,-2.8,106.9,109.4,0.555,0.475,0.432,0.333,0.772,45.8,22.8,13.1,8.8,6.3,0.3,105.2,105.2,0.53,0,01/13/2020
596,Minnesota Timberwolves,Oklahoma City Thunder,0.385,0.432,0.322,0.757,44.1,21.3,14.6,8.3,5.9,-3.0,105.9,108.9,0.54,0.575,0.466,0.341,0.795,43.6,21.4,13.8,7.4,4.9,1.8,108.8,107.1,0.568,0,01/13/2020
597,Golden State Warriors,Dallas Mavericks,0.214,0.428,0.335,0.806,43.1,23.8,14.6,8.3,4.4,-8.5,102.6,111.5,0.528,0.625,0.462,0.364,0.771,47.5,24.2,12.8,6.4,4.7,7.3,115.7,108.7,0.58,0,01/14/2020
598,Brooklyn Nets,Utah Jazz,0.462,0.442,0.329,0.736,47.0,22.9,15.3,6.3,4.6,-1.5,105.7,107.3,0.544,0.7,0.471,0.39,0.769,45.7,22.1,15.2,6.0,4.1,3.9,110.4,106.2,0.582,0,01/14/2020
599,LA Clippers,Cleveland Cavaliers,0.683,0.464,0.358,0.787,46.5,22.7,15.2,7.4,4.9,6.0,112.0,105.8,0.571,0.293,0.451,0.342,0.762,44.5,21.7,16.5,7.0,3.3,-9.2,105.6,114.7,0.545,1,01/14/2020
600,Milwaukee Bucks,New York Knicks,0.857,0.479,0.354,0.735,49.3,24.6,13.7,7.3,6.0,12.0,113.6,101.5,0.585,0.268,0.434,0.34,0.693,46.1,21.2,13.9,7.8,4.5,-8.4,104.8,113.1,0.523,1,01/14/2020
601,Atlanta Hawks,Phoenix Suns,0.22,0.441,0.319,0.765,40.9,22.2,16.0,7.8,5.0,-9.1,103.4,112.5,0.539,0.4,0.462,0.343,0.805,42.2,26.8,14.1,7.5,3.7,-1.1,109.7,110.7,0.567,1,01/14/2020
602,Memphis Grizzlies,Houston Rockets,0.463,0.47,0.36,0.791,43.9,26.9,14.8,7.6,5.2,-2.3,109.5,111.6,0.567,0.667,0.454,0.349,0.783,45.2,20.6,14.4,7.6,4.7,4.8,113.7,109.1,0.579,1,01/14/2020
603,Philadelphia 76ers,Brooklyn Nets,0.619,0.469,0.355,0.743,46.2,26.2,14.7,8.2,5.7,3.4,109.0,105.7,0.56,0.45,0.442,0.332,0.732,46.9,22.8,15.3,6.4,4.5,-1.7,105.8,107.6,0.543,1,01/15/2020
604,Los Angeles Lakers,Orlando Magic,0.805,0.486,0.362,0.741,45.4,25.9,14.7,8.4,7.2,8.5,113.1,104.7,0.579,0.488,0.433,0.334,0.772,45.8,22.7,13.1,8.8,6.2,0.3,105.4,105.4,0.53,0,01/15/2020
605,Chicago Bulls,Washington Wizards,0.357,0.436,0.354,0.765,42.6,22.6,15.0,9.8,4.4,-1.8,104.7,106.4,0.54,0.325,0.459,0.363,0.776,40.9,24.9,13.3,7.4,4.1,-4.9,110.7,115.5,0.559,1,01/15/2020
606,Boston Celtics,Detroit Pistons,0.692,0.458,0.354,0.804,46.0,23.3,13.9,8.2,5.8,6.6,111.4,104.9,0.563,0.357,0.465,0.371,0.739,42.5,24.6,15.8,7.6,4.9,-2.6,109.1,111.6,0.567,0,01/15/2020
607,Houston Rockets,Portland Trail Blazers,0.65,0.453,0.349,0.78,45.3,20.7,14.3,7.5,4.6,4.5,113.5,109.2,0.577,0.429,0.449,0.358,0.813,45.5,19.4,12.8,5.8,6.3,-1.9,110.0,111.9,0.554,0,01/15/2020
608,Miami Heat,San Antonio Spurs,0.7,0.472,0.378,0.768,45.2,25.0,15.8,7.4,4.1,3.8,110.9,107.5,0.586,0.436,0.472,0.367,0.792,45.4,24.0,12.7,6.4,5.5,-1.1,110.7,111.5,0.565,1,01/15/2020
609,Sacramento Kings,Dallas Mavericks,0.366,0.455,0.358,0.777,42.7,22.9,15.4,7.5,4.3,-2.8,107.3,109.8,0.556,0.634,0.464,0.363,0.772,47.4,24.2,12.8,6.3,4.6,7.3,116.0,109.0,0.581,0,01/15/2020
610,Denver Nuggets,Charlotte Hornets,0.7,0.462,0.346,0.767,45.2,26.8,13.5,7.9,4.6,4.1,111.0,106.8,0.553,0.341,0.437,0.355,0.745,43.6,24.5,15.4,6.8,4.4,-7.0,106.1,113.0,0.542,1,01/15/2020
611,Minnesota Timberwolves,Indiana Pacers,0.375,0.432,0.324,0.757,44.1,21.4,14.6,8.2,5.9,-3.0,105.8,108.8,0.54,0.634,0.47,0.367,0.795,43.8,26.0,13.0,7.0,5.0,3.2,109.7,106.5,0.56,0,01/15/2020
612,Oklahoma City Thunder,Toronto Raptors,0.561,0.467,0.343,0.798,43.2,21.6,13.9,7.5,4.8,1.6,109.0,107.5,0.57,0.65,0.449,0.371,0.797,45.5,25.0,14.6,8.2,5.1,5.1,109.4,104.2,0.563,0,01/15/2020
613,Golden State Warriors,Denver Nuggets,0.209,0.428,0.339,0.808,42.9,24.0,14.7,8.3,4.4,-8.3,102.9,111.6,0.53,0.707,0.462,0.35,0.77,45.3,26.8,13.6,8.0,4.7,4.0,111.2,107.0,0.555,0,01/16/2020
614,New York Knicks,Phoenix Suns,0.262,0.434,0.339,0.693,45.9,21.2,14.0,7.8,4.4,-8.7,104.5,113.1,0.522,0.415,0.463,0.345,0.805,42.4,26.8,14.2,7.6,3.7,-0.6,109.8,110.3,0.568,0,01/16/2020
615,LA Clippers,Orlando Magic,0.69,0.465,0.36,0.785,46.8,22.9,15.1,7.3,4.9,6.5,112.2,105.6,0.571,0.476,0.432,0.334,0.769,45.7,22.8,13.0,8.7,6.1,-0.4,105.2,105.8,0.529,1,01/16/2020
616,Milwaukee Bucks,Boston Celtics,0.86,0.479,0.357,0.734,49.2,24.5,13.6,7.3,6.0,11.8,113.8,101.9,0.585,0.675,0.458,0.352,0.805,45.8,23.0,13.8,8.1,5.8,6.3,111.6,105.3,0.562,1,01/16/2020
617,New Orleans Pelicans,Utah Jazz,0.381,0.452,0.368,0.737,43.9,24.3,14.8,7.0,4.9,-3.4,108.9,112.5,0.557,0.683,0.471,0.389,0.77,45.5,22.1,15.1,6.0,4.1,3.6,110.7,106.7,0.582,1,01/16/2020
618,Philadelphia 76ers,Chicago Bulls,0.628,0.469,0.354,0.746,46.2,26.3,14.7,8.2,5.7,3.6,108.9,105.5,0.561,0.349,0.435,0.351,0.764,42.6,22.6,15.1,9.7,4.4,-2.0,104.5,106.4,0.539,1,01/17/2020
