,HOME_TEAM,AWAY_TEAM,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,RESULT,DATE
244,Indiana Pacers,Toronto Raptors,0.588,0.475,0.357,0.766,41.9,25.8,13.5,9.2,5.4,2.4,111.9,109.2,0.574,0.412,0.438,0.375,0.804,43.0,24.4,14.9,8.8,5.9,0.9,110.0,109.2,0.564,1,01/25/2021
245,Dallas Mavericks,Denver Nuggets,0.471,0.456,0.331,0.752,43.3,22.4,12.4,7.4,4.5,-0.2,109.3,109.7,0.561,0.588,0.479,0.373,0.763,45.0,26.8,14.3,8.4,4.1,4.1,115.3,111.1,0.581,0,01/25/2021
246,Houston Rockets,Washington Wizards,0.438,0.458,0.353,0.746,43.1,22.2,15.4,7.8,6.3,0.6,108.3,107.5,0.568,0.231,0.467,0.372,0.733,41.6,24.9,13.4,6.7,3.4,-3.5,110.4,113.8,0.568,1,01/26/2021
247,Utah Jazz,New York Knicks,0.765,0.464,0.397,0.722,50.1,24.0,15.1,5.8,5.9,7.5,113.9,106.5,0.581,0.421,0.442,0.349,0.755,49.2,21.9,14.6,6.9,5.2,-2.3,105.4,107.4,0.534,1,01/26/2021
248,Atlanta Hawks,LA Clippers,0.529,0.444,0.351,0.814,47.7,23.7,14.6,6.9,4.9,2.7,110.2,107.9,0.561,0.722,0.48,0.418,0.842,43.8,25.3,14.1,7.7,4.9,6.7,116.0,109.2,0.603,1,01/26/2021
249,Philadelphia 76ers,Los Angeles Lakers,0.684,0.475,0.361,0.762,44.6,23.4,15.9,8.8,6.5,2.8,110.5,107.4,0.577,0.737,0.484,0.386,0.752,46.5,24.6,14.8,6.9,6.2,9.2,113.5,104.4,0.584,1,01/27/2021
250,Golden State Warriors,Minnesota Timberwolves,0.556,0.452,0.357,0.772,42.0,25.3,14.1,7.4,5.5,-1.3,108.6,109.8,0.565,0.235,0.435,0.339,0.757,43.1,23.5,14.7,8.6,5.5,-9.4,104.3,113.3,0.533,1,01/27/2021
251,San Antonio Spurs,Boston Celtics,0.556,0.452,0.361,0.786,45.2,24.3,10.5,6.9,4.8,0.9,109.1,108.5,0.544,0.588,0.473,0.381,0.759,44.3,22.6,15.0,9.0,5.6,2.6,112.2,109.2,0.572,1,01/27/2021
252,Phoenix Suns,Oklahoma City Thunder,0.5,0.459,0.357,0.823,43.5,25.8,13.4,6.0,4.7,1.6,109.6,108.2,0.572,0.471,0.451,0.335,0.706,43.5,22.0,14.0,6.7,4.7,-6.1,104.5,110.7,0.552,0,01/27/2021
253,Orlando Magic,Sacramento Kings,0.421,0.431,0.349,0.779,46.6,22.6,13.6,7.4,3.8,-5.0,105.5,110.7,0.527,0.412,0.471,0.376,0.715,42.6,24.7,13.5,6.4,5.4,-7.3,110.9,118.1,0.569,0,01/27/2021
254,Cleveland Cavaliers,Detroit Pistons,0.5,0.456,0.363,0.702,43.3,23.7,16.2,9.9,5.0,-3.5,104.7,108.0,0.542,0.222,0.429,0.363,0.782,42.9,23.8,14.8,7.9,4.9,-4.1,107.9,111.5,0.546,1,01/27/2021
255,Miami Heat,Denver Nuggets,0.353,0.469,0.344,0.779,40.5,25.5,17.2,6.4,3.8,-5.7,105.1,111.0,0.582,0.611,0.478,0.369,0.769,45.4,27.0,14.4,8.7,4.1,5.4,115.2,109.8,0.58,0,01/27/2021
256,Utah Jazz,Dallas Mavericks,0.778,0.464,0.397,0.725,50.2,23.8,14.8,5.9,5.9,7.8,114.2,106.7,0.581,0.444,0.456,0.332,0.755,43.1,22.4,12.2,7.2,4.6,-0.9,109.3,110.2,0.56,1,01/27/2021
257,Atlanta Hawks,Brooklyn Nets,0.5,0.446,0.353,0.819,47.0,23.9,14.3,6.6,5.0,2.3,110.9,109.0,0.564,0.6,0.49,0.393,0.818,43.5,25.5,14.6,6.1,6.0,3.8,115.0,111.4,0.609,0,01/27/2021
258,Charlotte Hornets,Indiana Pacers,0.389,0.447,0.355,0.737,44.2,27.9,15.1,8.6,5.1,-2.0,107.7,109.5,0.551,0.611,0.477,0.36,0.768,42.3,26.3,13.4,8.7,5.7,2.8,112.3,109.2,0.577,0,01/27/2021
259,Toronto Raptors,Milwaukee Bucks,0.389,0.436,0.377,0.805,43.1,24.5,14.8,8.8,6.0,0.5,109.8,109.5,0.563,0.647,0.487,0.393,0.732,47.7,26.1,14.2,8.4,4.5,8.8,117.8,108.8,0.594,0,01/27/2021
260,New Orleans Pelicans,Washington Wizards,0.375,0.469,0.337,0.713,46.9,22.9,16.1,7.4,3.6,-1.9,109.3,111.3,0.561,0.214,0.463,0.369,0.744,41.5,25.2,13.3,7.0,3.3,-4.5,110.2,114.6,0.565,1,01/27/2021
261,Phoenix Suns,Golden State Warriors,0.529,0.46,0.357,0.829,44.1,26.2,13.4,6.1,4.5,2.7,109.6,107.1,0.572,0.526,0.448,0.353,0.771,42.2,25.1,14.0,7.4,5.3,-2.3,107.6,109.7,0.559,1,01/28/2021
262,Houston Rockets,Portland Trail Blazers,0.471,0.456,0.348,0.75,43.3,22.1,15.4,7.9,6.3,0.7,108.1,107.1,0.565,0.529,0.441,0.374,0.813,43.6,20.7,11.6,7.8,5.1,-1.0,113.0,114.2,0.564,1,01/28/2021
263,Miami Heat,LA Clippers,0.333,0.467,0.347,0.78,40.8,25.4,17.1,6.3,3.6,-5.6,105.1,111.0,0.58,0.737,0.477,0.418,0.846,44.5,25.1,14.0,7.9,4.8,6.6,115.6,109.0,0.601,0,01/28/2021
264,Detroit Pistons,Los Angeles Lakers,0.263,0.431,0.364,0.788,42.8,24.1,14.6,7.8,4.7,-3.1,108.4,111.0,0.547,0.7,0.48,0.388,0.75,46.6,24.7,14.7,6.7,6.1,8.1,113.0,105.0,0.58,1,01/28/2021
265,San Antonio Spurs,Denver Nuggets,0.579,0.457,0.363,0.787,45.0,24.6,10.7,6.9,4.7,1.3,109.7,108.7,0.549,0.579,0.48,0.373,0.764,45.0,26.9,14.5,8.7,4.1,4.6,115.1,110.4,0.583,1,01/29/2021
266,New York Knicks,Cleveland Cavaliers,0.45,0.444,0.35,0.759,49.0,21.9,14.7,7.0,5.3,-1.1,105.7,106.5,0.537,0.474,0.45,0.361,0.708,43.5,23.4,16.2,9.9,5.0,-4.5,104.0,108.2,0.537,1,01/29/2021
267,Orlando Magic,LA Clippers,0.4,0.428,0.347,0.784,46.8,22.5,13.8,7.3,3.8,-6.1,104.8,111.0,0.524,0.75,0.477,0.414,0.85,44.7,25.1,13.9,7.9,4.8,7.6,115.7,108.1,0.6,0,01/29/2021
268,Utah Jazz,Dallas Mavericks,0.789,0.462,0.398,0.738,50.5,23.7,14.8,6.0,5.9,8.4,114.6,106.6,0.583,0.421,0.455,0.329,0.749,43.0,22.4,12.2,7.2,4.6,-1.8,109.1,110.9,0.558,1,01/29/2021
269,Minnesota Timberwolves,Philadelphia 76ers,0.222,0.435,0.337,0.758,42.8,23.3,14.8,8.3,5.5,-10.2,103.6,113.4,0.533,0.7,0.474,0.365,0.768,44.9,23.2,15.6,8.9,6.4,3.8,110.7,106.7,0.577,0,01/29/2021
270,Charlotte Hornets,Indiana Pacers,0.421,0.45,0.359,0.735,44.2,28.3,15.2,8.5,5.1,-1.7,107.8,109.4,0.554,0.579,0.477,0.357,0.768,42.1,26.5,13.6,8.6,5.6,2.5,112.0,109.2,0.576,1,01/29/2021
271,Washington Wizards,Atlanta Hawks,0.2,0.456,0.363,0.751,41.8,24.4,13.2,6.9,3.3,-5.2,109.4,114.7,0.56,0.526,0.446,0.351,0.815,47.0,23.5,14.3,6.6,5.0,3.0,111.2,108.4,0.564,0,01/29/2021
272,Toronto Raptors,Sacramento Kings,0.368,0.439,0.378,0.806,42.7,24.3,14.8,9.1,5.8,0.4,110.6,110.3,0.565,0.444,0.475,0.38,0.719,42.3,25.1,14.0,6.4,5.4,-6.8,111.7,118.4,0.575,0,01/29/2021
273,Oklahoma City Thunder,Brooklyn Nets,0.444,0.452,0.339,0.719,42.9,22.0,13.8,6.5,4.6,-6.9,105.2,112.3,0.556,0.619,0.495,0.395,0.82,43.7,25.7,14.4,6.1,5.9,4.7,116.2,111.7,0.613,0,01/29/2021
274,New Orleans Pelicans,Milwaukee Bucks,0.412,0.469,0.346,0.713,46.7,23.4,15.6,7.3,3.6,-1.5,110.3,112.0,0.563,0.611,0.488,0.392,0.735,47.7,26.2,14.1,8.2,4.5,8.0,118.0,109.7,0.594,1,01/29/2021
275,Golden State Warriors,Detroit Pistons,0.55,0.452,0.359,0.77,42.5,25.5,14.1,7.4,5.3,-0.9,108.2,108.9,0.562,0.25,0.429,0.358,0.785,42.6,23.7,14.7,7.7,4.7,-4.3,107.5,111.4,0.545,1,01/30/2021
276,San Antonio Spurs,Memphis Grizzlies,0.55,0.457,0.368,0.788,44.6,24.6,10.8,6.9,4.7,0.4,109.8,109.7,0.551,0.571,0.459,0.346,0.759,44.8,27.3,14.1,10.0,4.9,0.6,107.0,106.5,0.543,0,01/30/2021
277,Chicago Bulls,Portland Trail Blazers,0.389,0.476,0.389,0.799,42.3,24.7,17.1,7.4,3.8,-2.7,110.3,113.6,0.591,0.556,0.445,0.376,0.814,43.3,20.7,11.4,8.0,4.9,-0.9,113.9,114.9,0.568,0,01/30/2021
278,Boston Celtics,Los Angeles Lakers,0.556,0.473,0.377,0.755,44.3,22.8,15.1,9.1,5.6,2.4,111.6,108.9,0.57,0.714,0.478,0.384,0.747,46.7,24.6,14.7,6.7,6.0,7.8,112.5,104.8,0.577,0,01/30/2021
279,Miami Heat,Sacramento Kings,0.368,0.467,0.347,0.784,40.9,25.5,17.1,6.3,3.7,-5.3,105.5,111.0,0.581,0.421,0.475,0.38,0.713,42.4,25.0,14.2,6.7,5.3,-6.5,111.6,118.2,0.575,1,01/30/2021
280,Dallas Mavericks,Phoenix Suns,0.4,0.459,0.328,0.744,42.7,22.4,12.4,7.1,4.6,-2.1,109.0,111.0,0.559,0.556,0.46,0.36,0.833,44.1,26.0,13.4,6.2,4.3,2.9,109.8,107.1,0.573,0,01/30/2021
281,Charlotte Hornets,Milwaukee Bucks,0.45,0.451,0.366,0.741,44.0,28.5,14.9,8.5,5.1,-1.1,108.7,109.7,0.558,0.579,0.488,0.392,0.731,47.6,26.0,14.2,8.1,4.6,7.0,117.9,110.6,0.595,1,01/30/2021
282,New Orleans Pelicans,Houston Rockets,0.389,0.468,0.343,0.707,46.5,23.5,15.5,7.5,3.8,-2.2,109.9,112.4,0.562,0.5,0.458,0.354,0.752,43.3,22.5,15.4,7.8,6.2,1.4,108.8,106.9,0.569,0,01/30/2021
283,New York Knicks,LA Clippers,0.429,0.446,0.351,0.763,48.6,21.9,14.4,7.0,5.3,-1.8,106.6,108.0,0.539,0.762,0.48,0.416,0.851,44.5,25.2,13.6,7.7,4.8,7.9,116.7,108.9,0.605,0,01/31/2021
284,Indiana Pacers,Philadelphia 76ers,0.55,0.478,0.357,0.771,42.1,26.2,13.8,8.5,5.6,1.9,111.8,109.8,0.577,0.714,0.474,0.362,0.763,44.9,23.1,15.4,8.9,6.5,4.1,111.2,106.8,0.576,0,01/31/2021
285,Denver Nuggets,Utah Jazz,0.6,0.483,0.384,0.767,44.7,27.0,14.2,8.7,4.0,4.9,115.8,110.9,0.587,0.75,0.461,0.399,0.748,50.0,24.0,14.9,5.9,5.8,7.4,114.9,107.7,0.585,1,01/31/2021
286,Minnesota Timberwolves,Cleveland Cavaliers,0.263,0.436,0.341,0.757,42.4,23.3,14.6,8.4,5.7,-9.4,103.9,112.9,0.534,0.45,0.452,0.357,0.712,44.1,23.2,16.3,9.5,4.9,-4.5,103.9,108.3,0.537,1,01/31/2021
287,Washington Wizards,Brooklyn Nets,0.25,0.461,0.359,0.753,41.3,24.2,12.8,7.1,3.2,-4.7,110.9,115.6,0.564,0.591,0.498,0.401,0.82,43.5,25.9,14.5,6.1,5.8,4.3,116.8,112.7,0.617,1,01/31/2021
288,Toronto Raptors,Orlando Magic,0.4,0.44,0.375,0.814,43.0,24.4,14.6,9.0,5.7,1.0,110.9,110.1,0.566,0.381,0.427,0.348,0.786,46.6,22.5,13.6,7.3,3.8,-6.4,104.8,111.3,0.524,1,01/31/2021
289,San Antonio Spurs,Memphis Grizzlies,0.524,0.455,0.367,0.783,44.5,24.7,11.0,7.0,4.8,-1.0,109.4,110.7,0.55,0.6,0.466,0.356,0.761,45.3,27.9,13.9,10.1,5.3,2.6,108.6,106.1,0.551,0,02/01/2021
290,Chicago Bulls,New York Knicks,0.421,0.476,0.386,0.797,42.2,25.0,16.8,7.2,3.6,-2.2,110.4,113.2,0.59,0.409,0.445,0.344,0.767,48.4,21.9,14.3,6.9,5.4,-2.1,106.4,108.2,0.538,1,02/01/2021
291,Cleveland Cavaliers,Minnesota Timberwolves,0.476,0.451,0.356,0.714,44.5,23.4,16.3,9.3,5.2,-4.2,103.9,108.0,0.536,0.25,0.433,0.338,0.754,42.6,23.2,14.3,8.2,5.5,-9.1,103.8,112.4,0.53,1,02/01/2021
292,Miami Heat,Charlotte Hornets,0.35,0.468,0.351,0.776,41.1,25.5,17.0,6.3,3.8,-5.4,105.9,111.5,0.581,0.476,0.451,0.374,0.747,43.8,28.5,14.7,8.3,5.0,-0.6,109.3,109.8,0.56,0,02/01/2021
293,Milwaukee Bucks,Portland Trail Blazers,0.6,0.491,0.398,0.726,47.8,26.5,14.1,8.2,4.7,8.0,118.4,110.0,0.598,0.526,0.44,0.375,0.82,43.2,20.5,11.4,8.0,4.9,-2.3,113.1,115.7,0.563,1,02/01/2021
294,Atlanta Hawks,Los Angeles Lakers,0.5,0.447,0.352,0.815,46.6,23.7,14.5,6.7,4.9,2.5,110.8,108.6,0.564,0.727,0.48,0.381,0.752,46.0,24.6,14.7,6.9,6.0,7.8,112.5,104.8,0.578,0,02/01/2021
295,Dallas Mavericks,Phoenix Suns,0.381,0.457,0.328,0.755,42.7,22.1,12.5,7.2,4.7,-2.0,109.0,110.9,0.559,0.579,0.46,0.36,0.833,44.1,25.7,13.5,6.3,4.2,2.8,109.8,107.2,0.572,0,02/01/2021
296,Oklahoma City Thunder,Houston Rockets,0.421,0.451,0.341,0.722,42.9,21.9,14.0,6.5,4.8,-8.1,105.0,113.2,0.556,0.526,0.459,0.366,0.756,43.5,22.9,15.2,7.8,6.2,2.9,109.8,106.6,0.573,0,02/01/2021
297,New Orleans Pelicans,Sacramento Kings,0.368,0.464,0.34,0.714,46.5,23.4,15.2,7.7,3.8,-2.6,109.7,112.6,0.558,0.45,0.475,0.377,0.716,42.8,25.2,14.4,6.6,5.4,-5.7,111.8,117.6,0.576,0,02/01/2021
298,Golden State Warriors,Boston Celtics,0.524,0.452,0.361,0.766,42.2,25.7,13.9,7.4,5.2,-1.0,108.2,109.1,0.563,0.579,0.473,0.377,0.754,44.7,22.5,15.1,8.8,5.5,2.5,111.8,108.8,0.57,0,02/02/2021
299,Brooklyn Nets,LA Clippers,0.609,0.501,0.401,0.819,43.5,25.9,14.6,6.1,5.7,4.3,117.1,113.0,0.62,0.727,0.479,0.416,0.852,44.3,25.0,13.3,7.9,4.8,7.4,116.9,109.6,0.603,1,02/02/2021
300,Orlando Magic,Toronto Raptors,0.364,0.428,0.349,0.789,46.6,22.5,13.8,7.2,3.8,-6.8,105.0,111.9,0.526,0.429,0.442,0.378,0.82,42.9,24.8,14.4,9.3,5.7,1.7,111.5,110.0,0.57,0,02/02/2021
301,Utah Jazz,Detroit Pistons,0.762,0.461,0.398,0.756,49.7,23.9,14.8,6.0,5.8,7.7,115.0,107.6,0.587,0.238,0.428,0.357,0.79,42.8,23.5,14.7,7.7,4.7,-4.6,107.4,111.6,0.544,1,02/02/2021
302,Indiana Pacers,Memphis Grizzlies,0.571,0.483,0.365,0.765,42.0,26.3,14.0,8.5,5.7,2.7,112.6,109.9,0.583,0.563,0.465,0.356,0.777,44.6,27.8,14.0,10.1,5.4,1.3,108.8,107.5,0.551,1,02/02/2021
303,Washington Wizards,Portland Trail Blazers,0.235,0.466,0.361,0.753,41.2,24.7,12.8,6.8,3.3,-5.0,111.5,116.7,0.569,0.55,0.442,0.38,0.83,43.3,20.5,11.3,7.9,4.7,-1.6,114.1,116.0,0.567,0,02/02/2021
304,San Antonio Spurs,Minnesota Timberwolves,0.545,0.455,0.363,0.781,44.5,24.9,10.8,6.9,4.8,-0.9,109.5,110.5,0.548,0.238,0.434,0.34,0.756,42.9,23.1,14.1,8.1,5.7,-8.8,104.0,112.3,0.531,1,02/03/2021
305,Chicago Bulls,New York Knicks,0.4,0.477,0.375,0.793,42.1,25.0,16.5,7.3,3.6,-2.3,110.1,113.0,0.588,0.435,0.447,0.35,0.764,48.4,21.8,14.4,6.8,5.3,-1.8,106.6,108.0,0.539,0,02/03/2021
306,Cleveland Cavaliers,LA Clippers,0.455,0.45,0.357,0.716,44.3,23.3,15.9,9.2,5.3,-5.0,104.0,108.8,0.534,0.739,0.482,0.423,0.849,44.4,25.0,13.5,7.7,4.9,8.0,117.3,109.5,0.606,0,02/03/2021
307,Miami Heat,Washington Wizards,0.333,0.466,0.35,0.774,41.3,25.5,17.0,6.6,3.7,-5.3,105.7,111.2,0.579,0.278,0.463,0.364,0.752,41.7,24.4,13.1,6.7,3.4,-4.6,111.2,115.9,0.568,0,02/03/2021
308,Milwaukee Bucks,Indiana Pacers,0.619,0.49,0.4,0.733,47.9,26.8,14.0,8.4,4.8,8.5,118.6,109.6,0.598,0.545,0.482,0.363,0.769,42.0,26.3,13.9,8.4,5.7,1.7,112.1,110.4,0.581,1,02/03/2021
309,Atlanta Hawks,Dallas Mavericks,0.476,0.45,0.353,0.812,46.5,24.1,14.6,6.6,4.8,2.1,111.0,109.3,0.566,0.409,0.458,0.327,0.763,42.8,22.3,12.4,7.2,4.8,-1.6,109.6,111.1,0.561,0,02/03/2021
310,Sacramento Kings,Boston Celtics,0.476,0.474,0.375,0.721,42.9,25.1,14.3,6.6,5.3,-5.2,112.0,117.2,0.575,0.55,0.472,0.375,0.754,44.7,22.7,15.0,8.8,5.4,2.2,111.7,109.2,0.57,1,02/03/2021
311,Charlotte Hornets,Philadelphia 76ers,0.455,0.451,0.374,0.751,43.5,28.5,14.9,8.2,5.0,-0.9,109.3,110.0,0.561,0.727,0.476,0.364,0.766,44.6,23.0,15.6,8.9,6.5,4.2,111.3,106.9,0.579,0,02/03/2021
312,New Orleans Pelicans,Phoenix Suns,0.4,0.466,0.345,0.718,46.5,23.8,14.8,7.7,3.8,-1.3,110.7,112.4,0.561,0.55,0.46,0.354,0.834,44.0,25.8,13.6,6.1,4.3,1.6,109.7,108.4,0.572,1,02/03/2021
313,Oklahoma City Thunder,Houston Rockets,0.45,0.45,0.34,0.73,43.1,21.7,14.3,6.8,4.8,-6.8,104.5,111.5,0.555,0.5,0.455,0.36,0.755,43.2,22.7,15.4,7.9,6.0,1.9,108.3,106.0,0.568,1,02/03/2021
314,Philadelphia 76ers,Portland Trail Blazers,0.696,0.476,0.36,0.768,44.2,22.8,15.7,8.7,6.3,3.4,111.0,107.4,0.578,0.571,0.443,0.381,0.827,43.8,20.3,11.3,7.9,4.8,-0.8,114.4,115.4,0.566,0,02/04/2021
315,Los Angeles Lakers,Denver Nuggets,0.739,0.484,0.379,0.747,45.8,24.8,14.8,7.1,6.1,8.4,112.8,104.4,0.58,0.571,0.478,0.38,0.77,44.7,26.6,14.3,8.7,3.9,3.7,114.9,111.2,0.581,1,02/04/2021
316,Atlanta Hawks,Utah Jazz,0.455,0.444,0.351,0.816,46.7,23.9,14.4,6.7,4.7,1.0,110.2,109.5,0.559,0.773,0.462,0.401,0.758,49.8,23.7,14.8,6.1,5.7,8.3,114.9,107.0,0.586,0,02/04/2021
317,Dallas Mavericks,Golden State Warriors,0.391,0.456,0.332,0.768,42.7,22.4,12.2,7.0,4.7,-2.9,109.8,112.5,0.561,0.545,0.458,0.369,0.771,42.3,26.2,13.7,7.4,5.3,0.4,109.7,109.3,0.571,0,02/04/2021
318,Memphis Grizzlies,Houston Rockets,0.529,0.463,0.355,0.772,44.6,27.8,14.0,10.1,5.5,0.5,108.5,108.1,0.55,0.524,0.456,0.364,0.757,43.3,22.8,15.4,8.0,5.9,2.4,108.7,106.0,0.57,0,02/04/2021
319,Phoenix Suns,Detroit Pistons,0.571,0.462,0.355,0.833,44.4,25.8,14.0,6.2,4.2,2.3,109.8,107.7,0.573,0.227,0.426,0.35,0.78,42.9,23.3,14.6,7.7,4.8,-5.2,106.8,111.6,0.539,1,02/05/2021
320,Brooklyn Nets,Toronto Raptors,0.583,0.5,0.402,0.816,43.4,26.0,14.7,6.0,5.8,3.9,117.1,113.4,0.621,0.455,0.445,0.379,0.821,42.8,24.7,14.2,9.3,5.7,1.9,112.1,110.3,0.571,0,02/05/2021
321,LA Clippers,Boston Celtics,0.708,0.483,0.424,0.847,44.6,25.1,13.6,7.6,4.8,7.5,117.4,110.1,0.608,0.571,0.472,0.378,0.757,44.3,22.7,14.7,8.8,5.2,2.2,112.3,109.7,0.571,0,02/05/2021
322,Orlando Magic,Chicago Bulls,0.391,0.432,0.351,0.786,46.6,22.7,13.9,7.1,3.7,-6.4,105.7,112.2,0.531,0.381,0.477,0.372,0.797,42.0,25.1,16.1,7.4,3.7,-2.3,110.5,113.4,0.587,1,02/05/2021
323,Cleveland Cavaliers,Milwaukee Bucks,0.435,0.45,0.356,0.717,43.9,23.3,15.7,9.1,5.4,-5.6,103.9,109.3,0.534,0.636,0.491,0.398,0.733,48.1,26.8,13.9,8.2,4.9,9.0,118.6,109.3,0.597,0,02/05/2021
324,Miami Heat,Washington Wizards,0.364,0.468,0.355,0.778,41.6,25.5,17.0,6.7,3.9,-3.8,106.5,110.4,0.582,0.263,0.459,0.358,0.758,41.6,24.2,13.3,6.8,3.7,-5.7,110.3,116.2,0.563,1,02/05/2021
325,Indiana Pacers,New Orleans Pelicans,0.522,0.48,0.369,0.766,41.9,26.5,13.8,8.4,5.7,1.5,112.3,110.8,0.58,0.429,0.469,0.351,0.718,46.8,23.8,15.1,7.6,3.9,-1.2,111.1,112.6,0.565,0,02/05/2021
326,Charlotte Hornets,Utah Jazz,0.435,0.452,0.372,0.753,43.3,28.3,14.5,8.2,4.8,-1.6,109.6,111.1,0.56,0.783,0.466,0.407,0.763,49.5,24.0,14.8,6.0,5.9,8.6,115.7,107.4,0.592,0,02/05/2021
327,Oklahoma City Thunder,Minnesota Timberwolves,0.429,0.451,0.342,0.729,43.2,22.0,14.4,7.0,4.9,-6.7,104.4,111.2,0.555,0.273,0.435,0.343,0.759,42.9,23.3,14.2,8.2,5.6,-8.3,104.1,111.9,0.531,0,02/05/2021
328,Philadelphia 76ers,Brooklyn Nets,0.708,0.478,0.361,0.77,44.5,23.0,15.7,8.9,6.2,3.9,111.4,107.4,0.579,0.56,0.498,0.4,0.818,43.0,25.8,14.8,6.0,5.6,3.1,116.7,113.7,0.618,1,02/06/2021
329,Los Angeles Lakers,Detroit Pistons,0.75,0.487,0.382,0.752,45.3,25.0,15.1,7.2,6.0,8.2,112.9,104.7,0.584,0.217,0.428,0.352,0.782,42.3,23.5,14.9,7.9,4.7,-5.2,107.0,111.9,0.542,1,02/06/2021
330,New York Knicks,Portland Trail Blazers,0.458,0.449,0.353,0.762,48.6,21.8,14.4,6.8,5.3,-1.3,106.9,107.9,0.541,0.545,0.441,0.38,0.816,43.7,20.1,11.3,7.8,4.9,-1.3,114.0,115.4,0.564,1,02/06/2021
331,Orlando Magic,Chicago Bulls,0.375,0.43,0.346,0.791,46.7,22.5,13.9,7.0,4.0,-7.2,105.3,112.7,0.528,0.409,0.479,0.377,0.794,42.3,25.3,15.9,7.4,3.9,-1.1,111.1,112.6,0.588,0,02/06/2021
332,Houston Rockets,San Antonio Spurs,0.5,0.455,0.362,0.755,43.4,22.8,15.3,7.8,5.9,2.0,108.5,106.2,0.568,0.565,0.454,0.361,0.783,44.5,24.7,10.8,6.8,4.9,-0.6,109.5,110.3,0.548,0,02/06/2021
333,Cleveland Cavaliers,Milwaukee Bucks,0.417,0.45,0.35,0.717,43.7,23.2,15.7,8.9,5.3,-6.4,103.8,110.0,0.534,0.652,0.493,0.401,0.727,47.9,26.7,13.7,8.3,4.7,9.6,118.9,108.9,0.599,0,02/06/2021
334,Atlanta Hawks,Toronto Raptors,0.478,0.448,0.359,0.82,46.5,24.2,14.6,6.4,4.9,1.5,111.1,110.0,0.566,0.435,0.444,0.378,0.817,42.6,24.6,13.9,9.3,5.6,1.3,112.5,111.1,0.57,1,02/06/2021
335,Dallas Mavericks,Golden State Warriors,0.417,0.456,0.338,0.771,42.8,22.6,12.3,6.9,4.5,-2.7,110.5,113.0,0.563,0.522,0.461,0.373,0.775,42.1,26.1,13.8,7.5,5.2,0.3,110.3,110.1,0.575,1,02/06/2021
336,Sacramento Kings,Denver Nuggets,0.5,0.475,0.377,0.72,43.0,25.4,14.0,6.5,5.3,-4.8,112.4,117.2,0.576,0.545,0.478,0.38,0.771,44.8,26.8,14.1,8.5,4.2,3.3,115.0,111.6,0.58,1,02/06/2021
337,Oklahoma City Thunder,Minnesota Timberwolves,0.455,0.454,0.342,0.732,43.1,22.1,14.4,7.0,4.7,-6.3,104.9,111.5,0.558,0.261,0.438,0.343,0.748,42.7,23.5,14.2,8.3,5.5,-8.0,104.6,112.1,0.533,1,02/06/2021
338,New Orleans Pelicans,Memphis Grizzlies,0.455,0.471,0.356,0.715,46.6,24.0,14.9,7.4,4.1,-0.8,111.6,112.6,0.567,0.5,0.462,0.354,0.776,44.7,27.8,13.8,9.9,5.4,0.0,108.8,108.8,0.55,1,02/06/2021
339,New York Knicks,Miami Heat,0.44,0.449,0.355,0.762,48.5,21.9,14.4,6.8,5.2,-1.5,107.0,108.1,0.542,0.391,0.468,0.355,0.779,41.8,25.6,16.7,6.7,3.8,-3.4,106.8,110.4,0.583,0,02/07/2021
340,Phoenix Suns,Boston Celtics,0.591,0.463,0.352,0.838,44.9,25.9,13.9,6.1,4.3,2.6,110.0,107.5,0.573,0.545,0.467,0.378,0.754,44.4,22.7,14.4,8.7,5.1,1.7,111.9,109.8,0.567,1,02/07/2021
341,LA Clippers,Sacramento Kings,0.68,0.48,0.419,0.848,44.9,24.8,13.5,7.6,4.9,7.1,117.0,110.1,0.603,0.522,0.475,0.375,0.72,43.3,25.3,13.9,6.4,5.3,-4.4,112.3,116.8,0.575,0,02/07/2021
342,Indiana Pacers,Utah Jazz,0.5,0.476,0.366,0.764,42.0,26.4,13.6,8.4,5.8,1.2,111.7,110.6,0.575,0.792,0.463,0.403,0.759,50.0,24.0,14.8,5.8,5.8,8.6,115.4,107.0,0.589,0,02/07/2021
343,Charlotte Hornets,Washington Wizards,0.458,0.451,0.374,0.754,43.9,28.0,14.4,8.1,4.9,-0.6,109.9,110.4,0.559,0.25,0.455,0.35,0.755,41.8,24.0,13.3,6.7,3.7,-6.5,109.6,116.2,0.559,1,02/07/2021
344,San Antonio Spurs,Golden State Warriors,0.583,0.452,0.361,0.785,44.5,24.7,10.8,7.1,5.0,-0.4,109.2,109.7,0.546,0.5,0.46,0.372,0.774,42.3,26.2,14.0,7.3,5.2,0.1,109.8,109.8,0.574,1,02/08/2021
